Sl_No,Transmission_Type,Ownership,Fuel_Used,km_driven,Ex_Showroom_Price,On_road_Price,selling_price,Place_of_Origin,Complete_Info,Age,MRP
1378,""" Automatic""",""" 1st Owner""", Petrol,26649,NULL,517000.0,508199, Chennai, 2018 Maruti Wagon R 1.0 VXI PLUS AMT Automatic,4,517000.0
1379,""" Manual""",""" 1st Owner""", Petrol,69150,NULL,612000.0,538699, Chennai, 2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,5,612000.0
1380,""" Manual""",""" 1st Owner""", Petrol,31516,NULL,365000.0,433799, Chennai, 2018 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,4,365000.0
1381,""" Manual""",""" 1st Owner""", Petrol,58510,NULL,681000.0,602299, Chennai, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,681000.0
1382,""" Automatic""",""" 1st Owner""", Petrol,47785,NULL,533000.0,494199, Chennai, 2017 Maruti Wagon R 1.0 VXI OPT AMT Automatic,5,533000.0
1383,""" Manual""",""" 1st Owner""", Petrol,22798,NULL,393000.0,468099, Chennai, 2019 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,3,393000.0
1384,""" Manual""",""" 1st Owner""", Petrol,101847,NULL,908000.0,547299, Chennai, 2015 Hyundai i20 Active 1.2 S Manual,7,908000.0
1385,""" Manual""",""" 1st Owner""", Petrol,39484,NULL,681000.0,644899, Chennai, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,681000.0
1386,""" Manual""",""" 1st Owner""", Petrol,32316,NULL,393000.0,479199, Chennai, 2019 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,3,393000.0
1387,""" Manual""",""" 1st Owner""", Petrol,75920,NULL,311000.0,341699, Chennai, 2018 Maruti Alto 800 LXI Manual,4,311000.0
1388,""" Manual""",""" 1st Owner""", Petrol,25534,NULL,393000.0,469499, Chennai, 2019 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,3,393000.0
1389,""" Manual""",""" 1st Owner""", Petrol,63508,NULL,582000.0,524399, Chennai, 2018 Maruti IGNIS DELTA 1.2 K12 Manual,4,582000.0
1390,""" Manual""",""" 1st Owner""", Petrol,42378,NULL,307000.0,325199, Chennai, 2017 Maruti Alto 800 LXI Manual,5,307000.0
1391,""" Manual""",""" 1st Owner""", Petrol,38068,NULL,437000.0,495099, Chennai, 2018 Maruti Wagon R 1.0 VXI Manual,4,437000.0
1392,""" Manual""",""" 1st Owner""", Petrol,25639,NULL,311000.0,341699, Chennai, 2018 Maruti Alto 800 LXI Manual,4,311000.0
1393,""" Manual""",""" 1st Owner""", Petrol,26302,NULL,393000.0,474799, Chennai, 2020 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,2,393000.0
1394,""" Manual""",""" 1st Owner""", Petrol,32470,NULL,393000.0,488499, Chennai, 2019 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,3,393000.0
1395,""" Manual""",""" 1st Owner""", Petrol,25509,NULL,393000.0,485399, Chennai, 2019 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,3,393000.0
1396,""" Automatic""",""" 1st Owner""", Petrol,48809,NULL,517000.0,513699, Chennai, 2018 Maruti Wagon R 1.0 VXI AMT Automatic,4,517000.0
1397,""" Manual""",""" 1st Owner""", Petrol,61478,NULL,345000.0,358199, Chennai, 2019 Maruti Alto 800 LXI Manual,3,345000.0
1398,""" Manual""",""" 1st Owner""", Petrol,36384,NULL,311000.0,341699, Chennai, 2018 Maruti Alto 800 LXI Manual,4,311000.0
1399,""" Manual""",""" 1st Owner""", Petrol,27625,NULL,437000.0,497099, Chennai, 2018 Maruti Wagon R 1.0 VXI Manual,4,437000.0
1400,""" Manual""",""" 1st Owner""", Petrol,25873,NULL,393000.0,493899, Chennai, 2019 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,3,393000.0
1401,""" Manual""",""" 1st Owner""", Petrol,10439,NULL,514000.0,589299, Chennai, 2019 Maruti Swift LXI Manual,3,514000.0
1402,""" Manual""",""" 1st Owner""", Petrol,23854,450000.0,NULL,476299, Chennai, 2018 Tata Tiago XT 1.2 REVOTRON Manual,4,540000.0
1403,""" Manual""",""" 1st Owner""", Petrol,21028,506000.0,NULL,544099, Chennai, 2018 Tata Tiago XZ 1.2 REVOTRON Manual,4,607200.0
1404,""" Manual""",""" 1st Owner""", Petrol,20161,NULL,561000.0,512799, Chennai, 2018 Maruti Celerio VXI Manual,4,561000.0
1405,""" Manual""",""" 1st Owner""", Petrol,43419,NULL,830000.0,681399, Chennai, 2016 Maruti Baleno ALPHA 1.2 K12 Manual,6,830000.0
1406,""" Automatic""",""" 1st Owner""", Petrol,8717,1568000.0,NULL,1790199, Gurgaon, 2019 MG HECTOR SHARP DCT PETROL Automatic,3,1881600.0
1407,""" Manual""",""" 1st Owner""", Petrol,14389,1146000.0,NULL,912399, Gurgaon, 2018 Honda City VX MT PETROL Manual,4,1375200.0
1408,""" Manual""",""" 1st Owner""", Petrol,39307,899000.0,NULL,417399, Gurgaon, 2010 Honda City S MT PETROL Manual,12,1078800.0
1409,""" Automatic""",""" 1st Owner""", Petrol,12267,1568000.0,NULL,1756699, Gurgaon, 2019 MG HECTOR SHARP DCT PETROL Automatic,3,1881600.0
1410,""" Automatic""",""" 1st Owner""", Diesel,91557,NULL,3224000.0,1337399, Gurgaon, 2014 Audi A3 35TDI PREMIUM Automatic,8,3224000.0
1411,""" Manual""",""" 1st Owner""", Petrol,3627,1000000.0,NULL,1112399, Gurgaon, 2020 Honda City V MT PETROL Manual,2,1200000.0
1412,""" Manual""",""" 1st Owner""", Petrol,21902,383000.0,NULL,332599, Gurgaon, 2019 Renault Kwid RXL Manual,3,459600.0
1413,""" Automatic""",""" 1st Owner""", Petrol,44389,1368000.0,NULL,995499, Gurgaon, 2020 Toyota YARIS G CVT Automatic,2,1641600.0
1414,""" Manual""",""" 1st Owner""", Diesel,76959,NULL,2431000.0,1185099, Gurgaon, 2017 Jeep Compass 2.0 LIMITED Manual,5,2431000.0
1415,""" Manual""",""" 1st Owner""", Diesel,52447,1588000.0,NULL,1528299, Gurgaon, 2019 MG HECTOR SUPER DIESEL Manual,3,1905600.0
1416,""" Manual""",""" 1st Owner""", Petrol,35158,593000.0,NULL,572399, Gurgaon, 2019 Honda Amaze 1.2 EMT I VTEC Manual,3,711600.0
1417,""" Automatic""",""" 1st Owner""", Diesel,30382,NULL,4674000.0,1619599, Gurgaon, 2016 BMW X1 SDRIVE 20D Automatic,6,4674000.0
1418,""" Automatic""",""" 1st Owner""", Diesel,51934,NULL,2901000.0,1261499, Gurgaon, 2014 Audi A3 2.0 TDI  PREMIUM Automatic,8,2901000.0
1419,""" Manual""",""" 1st Owner""", Petrol,6962,NULL,543000.0,500199, Gurgaon, 2021 Renault Kwid 1.0 RXT Opt Manual,1,543000.0
1420,""" Manual""",""" 1st Owner""", Petrol,28153,461000.0,NULL,391399, Gurgaon, 2016 Tata Tiago XT 1.2 REVOTRON Manual,6,553200.0
1421,""" Automatic""",""" 1st Owner""", Petrol,38644,1568000.0,NULL,1661699, Gurgaon, 2019 MG HECTOR SHARP DCT PETROL Automatic,3,1881600.0
1422,""" Manual""",""" 1st Owner""", Petrol,6629,1167000.0,NULL,1320699, Gurgaon, 2020 Honda City VX MT PETROL Manual,2,1400400.0
1423,""" Manual""",""" 1st Owner""", Diesel,78295,NULL,3190000.0,1548999, Gurgaon, 2016 Ford Endeavour 2.2l 4X4 MT Trend Manual,6,3190000.0
1424,""" Manual""",""" 1st Owner""", Petrol,7212,1167000.0,NULL,1297699, Gurgaon, 2020 Honda City VX MT PETROL Manual,2,1400400.0
1425,""" Automatic""",""" 1st Owner""", Petrol,12855,NULL,812000.0,605799, Gurgaon, 2017 Hyundai Grand i10 SPORTZ (O) 1.2 AT VTVT Automatic,5,812000.0
1426,""" Manual""",""" 1st Owner""", Petrol,13223,NULL,661000.0,588499, Gurgaon, 2020 Hyundai Grand i10 MAGNA 1.2 VTVT Manual,2,661000.0
1427,""" Manual""",""" 1st Owner""", Petrol,42163,NULL,1876000.0,1367499, Gurgaon, 2019 Jeep Compass 1.4 SPORT PETROL Manual,3,1876000.0
1428,""" Manual""",""" 1st Owner""", Petrol,33336,620000.0,NULL,424499, Gurgaon, 2017 Volkswagen Polo COMFORTLINE 1.2L PETROL Manual,5,744000.0
1429,""" Automatic""",""" 1st Owner""", Petrol,23128,NULL,2275000.0,2012799, Gurgaon, 2019 Jeep Compass 1.4  LONGITUDE (O) AT Automatic,3,2275000.0
1430,""" Manual""",""" 1st Owner""", Petrol,23315,NULL,681000.0,525699, Gurgaon, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,681000.0
1431,""" Manual""",""" 1st Owner""", Diesel,46400,NULL,2431000.0,1897599, Gurgaon, 2019 Jeep Compass 2.0 LIMITED Manual,3,2431000.0
1432,""" Manual""",""" 1st Owner""", Petrol,3544,457000.0,NULL,490499, Gurgaon, 2020 Hyundai NEW SANTRO 1.1 ERA EXICUTIVE Manual,2,548400.0
1433,""" Automatic""",""" 1st Owner""", Petrol,7568,1729000.0,NULL,1741799, Gurgaon, 2020 KIA SELTOS GTX + AT PETROL Automatic,2,2074800.0
1434,""" Manual""",""" 1st Owner""", Petrol,11731,NULL,603000.0,449799, Gurgaon, 2020 Maruti New  Wagon-R LXI 1.0 L Manual,2,603000.0
1435,""" Manual""",""" 1st Owner""", Petrol,22331,1000000.0,NULL,949099, Gurgaon, 2019 Hyundai Creta 1.6 E + VTVT Manual,3,1200000.0
1436,""" Manual""",""" 1st Owner""", Petrol,17117,NULL,1040000.0,779899, Gurgaon, 2017 Honda WR-V 1.2 i-VTEC VX MT Manual,5,1040000.0
1437,""" Automatic""",""" 1st Owner""", Petrol,19005,2125000.0,NULL,1987699, Gurgaon, 2019 Honda Civic ZX CVT PETROL Automatic,3,2550000.0
1438,""" Manual""",""" 1st Owner""", Petrol,21473,NULL,445000.0,212799, Gurgaon, 2009 Hyundai i10 ERA 1.1 IRDE Manual,13,445000.0
1439,""" Manual""",""" 1st Owner""", Petrol,22638,628000.0,NULL,617899, Gurgaon, 2019 Hyundai Elite i20 1.2 MAGNA PLUS VTVT Manual,3,753600.0
1440,""" Automatic""",""" 1st Owner""", Diesel,28289,4673000.0,NULL,1561199, Gurgaon, 2013 Jaguar XF 2.2 DIESEL Automatic,9,5607600.0
1441,""" Manual""",""" 1st Owner""", Petrol,78490,NULL,605000.0,404999, Gurgaon, 2015 Maruti Swift VXI Manual,7,605000.0
1442,""" Manual""",""" 1st Owner""", Petrol,23845,1348000.0,NULL,586399, Gurgaon, 2013 Toyota Corolla Altis G Manual,9,1617600.0
1443,""" Manual""",""" 1st Owner""", Petrol,44857,NULL,564000.0,423299, Gurgaon, 2016 Hyundai Grand i10 MAGNA 1.2 VTVT Manual,6,564000.0
1444,""" Manual""",""" 1st Owner""", Petrol,29645,NULL,1194000.0,990499, Gurgaon, 2021 Hyundai VENUE 1.0L Turbo GDI SX MT Manual,1,1194000.0
1445,""" Manual""",""" 1st Owner""", Petrol,22447,548000.0,NULL,410299, Gurgaon, 2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,7,657600.0
1446,""" Manual""",""" 1st Owner""", Diesel,73178,1000000.0,NULL,746799, Gurgaon, 2018 Ford Ecosport 1.5 TITANIUM SIGNATURE (SUNROOF) TDCI Manual,4,1200000.0
1447,""" Manual""",""" 1st Owner""", Petrol,4536,NULL,1013000.0,1133599, Gurgaon, 2021 Maruti Ciaz ALPHA 1.5 MT VTVT SHVS Manual,1,1013000.0
1448,""" Manual""",""" 1st Owner""", Petrol,42369,NULL,609000.0,541699, Gurgaon, 2021 Hyundai GRAND I10 NIOS ERA PETROL Manual,1,609000.0
1449,""" Manual""",""" 1st Owner""", Petrol,17323,429000.0,NULL,282399, Gurgaon, 2015 Hyundai Eon ERA PLUS Manual,7,514800.0
1450,""" Manual""",""" 1st Owner""", Petrol,77981,NULL,400000.0,239599, Gurgaon, 2011 Maruti Ritz LXI Manual,11,400000.0
1451,""" Manual""",""" 1st Owner""", Petrol,3885,NULL,815000.0,803899, Gurgaon, 2021 Tata ALTROZ XZ 1.2 Manual,1,815000.0
1452,""" Manual""",""" 1st Owner""", Petrol,9370,NULL,1013000.0,1151399, Gurgaon, 2021 Maruti Ciaz ALPHA 1.5 MT VTVT SHVS Manual,1,1013000.0
1453,""" Automatic""",""" 1st Owner""", Petrol,6568,638000.0,NULL,710599, Gurgaon, 2021 Tata Tiago XTA 1.2 PETROL Automatic,1,765600.0
1454,""" Manual""",""" 1st Owner""", Diesel,55921,NULL,1133000.0,940399, Gurgaon, 2018 Maruti S Cross ALPHA SHVS Manual,4,1133000.0
1455,""" Manual""",""" 1st Owner""", Petrol,2572,957000.0,NULL,913999, Gurgaon, 2021 Renault Duster RXS 106 PS MT Manual,1,1148400.0
1456,""" Manual""",""" 1st Owner""", Petrol,46533,856000.0,NULL,649099, Gurgaon, 2016 Ford Ecosport 1.5 TITANIUM TI VCT Manual,6,1027200.0
1457,""" Automatic""",""" 1st Owner""", Petrol,9928,1416000.0,NULL,1456371, Gurgaon, 2020 Honda City ZX CVT Automatic,2,1699200.0
1458,""" Manual""",""" 1st Owner""", Petrol,18853,NULL,755000.0,524199, Gurgaon, 2016 Maruti Baleno ZETA 1.2 K12 Manual,6,755000.0
1459,""" Manual""",""" 1st Owner""", Petrol,41091,1051000.0,NULL,907299, Gurgaon, 2019 Honda City V MT PETROL Manual,3,1261200.0
1460,""" Manual""",""" 1st Owner""", Petrol,59674,NULL,415000.0,246999, Gurgaon, 2012 Maruti Alto K10 VXI Manual,10,415000.0
1461,""" Manual""",""" 1st Owner""", Petrol,11827,NULL,681000.0,677299, Gurgaon, 2019 Maruti Baleno DELTA 1.2 K12 Manual,3,681000.0
1462,""" Automatic""",""" 1st Owner""", Petrol,25949,NULL,804000.0,541199, Gurgaon, 2016 Maruti Baleno DELTA 1.2 K12 AT Automatic,6,804000.0
1463,""" Manual""",""" 1st Owner""", Diesel,14621,NULL,1472000.0,1162199, Gurgaon, 2021 Hyundai VENUE SX(O) CRDi Manual,1,1472000.0
1464,""" Manual""",""" 1st Owner""", Petrol,31901,NULL,681000.0,537199, Gurgaon, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,681000.0
1465,""" Automatic""",""" 1st Owner""", Diesel,71065,4790000.0,NULL,1146499, Gurgaon, 2013 BMW X3 XDRIVE 20D Automatic,9,5748000.0
1466,""" Manual""",""" 1st Owner""", Petrol,55218,NULL,437000.0,350899, Gurgaon, 2017 Maruti Wagon R 1.0 LXI Manual,5,437000.0
1467,""" Manual""",""" 1st Owner""", Diesel,24255,NULL,1136000.0,924899, Gurgaon, 2019 Ford Ecosport 1.5TITANIUM TDCI Manual,3,1136000.0
1468,""" Automatic""",""" 1st Owner""", Petrol,12299,638000.0,NULL,684299, Gurgaon, 2021 Tata Tiago XTA 1.2 PETROL Automatic,1,765600.0
1469,""" Manual""",""" 1st Owner""", Petrol,35037,856000.0,NULL,691899, Gurgaon, 2016 Ford Ecosport 1.5 TITANIUM TI VCT Manual,6,1027200.0
1470,""" Automatic""",""" 1st Owner""", Diesel,29331,NULL,3492000.0,1816919, Gurgaon, 2015 Mercedes Benz GLA Class 200 CDI STYLE Automatic,7,3492000.0
1471,""" Manual""",""" 1st Owner""", Petrol,43463,861000.0,NULL,765899, Gurgaon, 2019 Ford Ecosport 1.5 TREND TI VCT Manual,3,1033200.0
1472,""" Manual""",""" 1st Owner""", Petrol,31027,NULL,619000.0,518399, Gurgaon, 2018 Maruti Swift VXI Manual,4,619000.0
1473,""" Manual""",""" 1st Owner""", Diesel,82295,NULL,1805000.0,964299, Gurgaon, 2014 Toyota Innova 2.5 VX 8 STR BS IV Manual,8,1805000.0
1474,""" Manual""",""" 1st Owner""", Petrol,22380,NULL,681000.0,662899, Gurgaon, 2019 Maruti Baleno DELTA 1.2 K12 Manual,3,681000.0
1475,""" Manual""",""" 1st Owner""", Petrol,29335,NULL,605000.0,403799, Gurgaon, 2014 Maruti Swift VXI Manual,8,605000.0
1476,""" Manual""",""" 1st Owner""", Petrol,5633,NULL,394000.0,408899, Gurgaon, 2019 Maruti Alto K10 VXI Manual,3,394000.0
1477,""" Manual""",""" 1st Owner""", Diesel,111761,615000.0,NULL,280699, Gurgaon, 2013 Toyota Etios Liva D 4D GD Manual,9,738000.0
1478,""" Manual""",""" 1st Owner""", Petrol,43321,511000.0,NULL,322999, Gurgaon, 2012 Toyota Etios Liva G Manual,10,613200.0
1479,""" Manual""",""" 1st Owner""", Petrol,86809,NULL,415000.0,223199, Gurgaon, 2012 Maruti Alto K10 VXI Manual,10,415000.0
1480,""" Manual""",""" 1st Owner""", Petrol,5234,514000.0,NULL,557199, Gurgaon, 2021 Hyundai NEW SANTRO 1.1 MAGNA MT Manual,1,616800.0
1481,""" Manual""",""" 1st Owner""", Petrol,40661,NULL,1024000.0,862599, Gurgaon, 2015 Hyundai Creta 1.6 S Manual,7,1024000.0
1482,""" Automatic""",""" 1st Owner""", Petrol,12740,928000.0,NULL,845099, Gurgaon, 2019 Honda Jazz VX EXCLUSIVE CVT Automatic,3,1113600.0
1483,""" Manual""",""" 1st Owner""", Petrol,24292,693000.0,NULL,520399, Gurgaon, 2015 Ford Ecosport 1.5AMBIENTE TI VCT Manual,7,831600.0
1484,""" Automatic""",""" 1st Owner""", Petrol,122112,NULL,615000.0,365799, Gurgaon, 2015 Maruti Celerio VXI AT Automatic,7,615000.0
1485,""" Automatic""",""" 1st Owner""", Petrol,45108,NULL,1484000.0,1104649, Gurgaon, 2018 Hyundai Creta 1.6 SX AT PETROL Automatic,4,1484000.0
1486,""" Automatic""",""" 1st Owner""", Diesel,20483,1779000.0,NULL,1850764, Gurgaon, 2021 Mahindra XUV500 W9 AT Automatic,1,2134800.0
1487,""" Manual""",""" 1st Owner""", Diesel,31760,1000000.0,NULL,901199, Gurgaon, 2018 Hyundai Creta 1.4 E PLUS CRDI Manual,4,1200000.0
1488,""" Manual""",""" 1st Owner""", Petrol,31263,NULL,605000.0,404799, Gurgaon, 2014 Maruti Swift VXI Manual,8,605000.0
1489,""" Automatic""",""" 1st Owner""", Petrol,46877,NULL,1221000.0,961299, Gurgaon, 2020 Tata NEXON XMA SUNROOF 1.2 RTN Automatic,2,1221000.0
1490,""" Manual""",""" 1st Owner""", Petrol,72645,NULL,480000.0,417999, Gurgaon, 2018 Maruti Celerio ZXI Manual,4,480000.0
1491,""" Manual""",""" 1st Owner""", Petrol,83507,NULL,653000.0,429399, Gurgaon, 2018 Tata TIGOR Revotron XT Manual,4,653000.0
1492,""" Automatic""",""" 1st Owner""", Petrol,3527,896000.0,NULL,993999, Gurgaon, 2021 Toyota Glanza V CVT Automatic,1,1075200.0
1493,""" Manual""",""" 1st Owner""", Petrol,53857,699000.0,NULL,563399, Gurgaon, 2015 Hyundai Elite i20 ASTA 1.2 Manual,7,838800.0
1494,""" Manual""",""" 1st Owner""", Petrol,35325,NULL,681000.0,510399, Gurgaon, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,681000.0
1495,""" Manual""",""" 1st Owner""", Petrol,31106,NULL,480000.0,485699, Gurgaon, 2018 Maruti Celerio ZXI Manual,4,480000.0
1496,""" Automatic""",""" 1st Owner""", Petrol,12159,NULL,439000.0,425000, Gurgaon, 2017 Maruti Alto K10 VXI (O) AMT Automatic,5,439000.0
1497,""" Manual""",""" 1st Owner""", Petrol,18579,NULL,599000.0,631299, Gurgaon, 2017 Maruti Dzire VXI Manual,5,599000.0
1498,""" Manual""",""" 1st Owner""", Diesel,78203,1000000.0,NULL,813199, Gurgaon, 2017 Hyundai Creta 1.4 E PLUS CRDI Manual,5,1200000.0
1499,""" Manual""",""" 1st Owner""", Petrol,46966,406000.0,NULL,262099, Gurgaon, 2014 Hyundai Eon MAGNA PLUS Manual,8,487200.0
1500,""" Automatic""",""" 1st Owner""", Petrol,30275,NULL,624000.0,452299, Gurgaon, 2018 Maruti Celerio ZXI AMT Automatic,4,624000.0
1501,""" Manual""",""" 1st Owner""", Petrol,5813,725000.0,NULL,814699, Gurgaon, 2021 Hyundai VENUE S MT 1.2 KAPPA Manual,1,870000.0
1502,""" Manual""",""" 1st Owner""", Petrol,28648,NULL,1071000.0,795499, Gurgaon, 2018 Ford Ecosport 1.5 TITANIUM TI VCT Manual,4,1071000.0
1503,""" Manual""",""" 1st Owner""", Petrol,24589,NULL,681000.0,682699, Gurgaon, 2019 Maruti Baleno DELTA 1.2 K12 Manual,3,681000.0
1504,""" Manual""",""" 1st Owner""", Petrol,26212,NULL,645000.0,671099, Gurgaon, 2020 Maruti Baleno DELTA 1.2 K12 Manual,2,645000.0
1505,""" Manual""",""" 1st Owner""", Petrol,10222,530000.0,NULL,545499, Gurgaon, 2019 Tata Tiago XZ 1.2 REVOTRON Manual,3,636000.0
1506,""" Manual""",""" 1st Owner""", Petrol,94660,899000.0,NULL,365199, Gurgaon, 2010 Honda City S MT PETROL Manual,12,1078800.0
1507,""" Manual""",""" 1st Owner""", Diesel,52439,NULL,1206000.0,1034499, Gurgaon, 2019 Mahindra XUV 3OO W8(O) Manual,3,1206000.0
1508,""" Manual""",""" 1st Owner""", Petrol,39231,514000.0,NULL,320899, Gurgaon, 2013 Honda Brio 1.2 S MT I VTEC Manual,9,616800.0
1509,""" Manual""",""" 1st Owner""", Petrol,71301,NULL,1024000.0,831899, Gurgaon, 2015 Hyundai Creta 1.6 S Manual,7,1024000.0
1510,""" Manual""",""" 1st Owner""", Petrol,7439,NULL,815000.0,822499, Gurgaon, 2020 Tata ALTROZ XZ 1.2 Manual,2,815000.0
1511,""" Automatic""",""" 1st Owner""", Petrol,51657,NULL,1106000.0,624299, Gurgaon, 2016 Ford Ecosport 1.5 TITANIUM TI VCT AT Automatic,6,1106000.0
1512,""" Manual""",""" 1st Owner""", Petrol,16041,1169000.0,NULL,1024799, Gurgaon, 2020 Skoda Rapid STYLE 1.0TSI MT Manual,2,1402800.0
1513,""" Manual""",""" 1st Owner""", Petrol,31102,515000.0,NULL,418899, Gurgaon, 2013 Honda Amaze 1.2 EMT I VTEC Manual,9,618000.0
1514,""" Manual""",""" 1st Owner""", Petrol,27968,856000.0,NULL,675099, Gurgaon, 2016 Ford Ecosport 1.5 TITANIUM TI VCT Manual,6,1027200.0
1515,""" Automatic""",""" 1st Owner""", Petrol,93768,NULL,1019000.0,589299, Gurgaon, 2016 Maruti Ciaz ZXI+ AT Automatic,6,1019000.0
1516,""" Manual""",""" 1st Owner""", Petrol,25920,NULL,681000.0,655799, Gurgaon, 2019 Maruti Baleno DELTA 1.2 K12 Manual,3,681000.0
1517,""" Automatic""",""" 1st Owner""", Petrol,34568,681000.0,NULL,461399, Gurgaon, 2015 Honda Brio 1.2 VX AT I VTEC Automatic,7,817200.0
1518,""" Automatic""",""" 1st Owner""", Petrol,17557,NULL,1115000.0,1063999, Gurgaon, 2020 Maruti Vitara Brezza ZXI AT SHVS Automatic,2,1115000.0
1519,""" Manual""",""" 1st Owner""", Diesel,83356,1520000.0,NULL,982599, Gurgaon, 2017 Mahindra XUV500 W8 FWD Manual,5,1824000.0
1520,""" Manual""",""" 1st Owner""", Petrol,47490,657000.0,NULL,505599, Gurgaon, 2016 Honda Amaze 1.2 SX MT I VTEC Manual,6,788400.0
1521,""" Manual""",""" 1st Owner""", Diesel,40333,1211000.0,NULL,1080899, Gurgaon, 2019 Hyundai Creta 1.4 S CRDI Manual,3,1453200.0
1522,""" Automatic""",""" 1st Owner""", Petrol,30700,1434000.0,NULL,1517599, Gurgaon, 2020 KIA SELTOS HTX+ AT PETROL Automatic,2,1720800.0
1523,""" Manual""",""" 1st Owner""", Petrol,19270,NULL,394000.0,361499, Gurgaon, 2018 Maruti Alto K10 VXI Manual,4,394000.0
1524,""" Manual""",""" 1st Owner""", Petrol,19268,NULL,681000.0,588599, Gurgaon, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,681000.0
1525,""" Manual""",""" 1st Owner""", Petrol,48128,548000.0,NULL,392299, Gurgaon, 2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,7,657600.0
1526,""" Manual""",""" 1st Owner""", Petrol,36011,766000.0,NULL,373799, Gurgaon, 2013 Toyota Etios Liva G SP Manual,9,919200.0
1527,""" Automatic""",""" 1st Owner""", Petrol,16947,1120000.0,NULL,900799, Gurgaon, 2019 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT Automatic,3,1344000.0
1528,""" Manual""",""" 1st Owner""", Petrol,69186,1151000.0,NULL,863399, Gurgaon, 2015 Hyundai Creta 1.6 SX PLUS PETROL Manual,7,1381200.0
1529,""" Automatic""",""" 1st Owner""", Petrol,28711,NULL,1592000.0,1195799, Gurgaon, 2018 Hyundai Creta 1.6 VTVT SX AUTO Automatic,4,1592000.0
1530,""" Manual""",""" 1st Owner""", Diesel,46245,NULL,548000.0,432499, Gurgaon, 2015 Maruti Swift VDI ABS Manual,7,548000.0
1531,""" Automatic""",""" 1st Owner""", Petrol,38431,NULL,2891000.0,2144299, Gurgaon, 2019 Hyundai Tucson New 2WD AT GLS PETROL Automatic,3,2891000.0
1532,""" Manual""",""" 1st Owner""", Petrol,16529,856000.0,NULL,673599, Gurgaon, 2016 Ford Ecosport 1.5 TITANIUM TI VCT Manual,6,1027200.0
1533,""" Automatic""",""" 1st Owner""", Petrol,25981,681000.0,NULL,416619, Gurgaon, 2015 Honda Brio 1.2 VX AT I VTEC Automatic,7,817200.0
1534,""" Manual""",""" 1st Owner""", Petrol,47983,NULL,1040000.0,753099, Gurgaon, 2018 Honda WR-V 1.2 i-VTEC VX MT Manual,4,1040000.0
1535,""" Manual""",""" 1st Owner""", Diesel,91792,NULL,722000.0,495699, Gurgaon, 2016 Maruti Swift Dzire VDI ABS Manual,6,722000.0
1536,""" Manual""",""" 1st Owner""", Petrol,10343,NULL,1035000.0,931099, Gurgaon, 2020 Honda Jazz 1.2 ZX MT Manual,2,1035000.0
1537,""" Manual""",""" 1st Owner""", Petrol,52555,856000.0,NULL,710399, Gurgaon, 2016 Ford Ecosport 1.5 TITANIUM TI VCT Manual,6,1027200.0
1538,""" Manual""",""" 1st Owner""", Petrol,62822,NULL,490000.0,445199, Gurgaon, 2014 Maruti Swift ZXI Manual,8,490000.0
1539,""" Automatic""",""" 1st Owner""", Diesel,41453,1527000.0,NULL,1633249, Gurgaon, 2020 Hyundai Creta 1.6 SX AT CRDI Automatic,2,1832400.0
1540,""" Automatic""",""" 1st Owner""", Petrol,30160,NULL,647000.0,443799, Gurgaon, 2016 Hyundai Grand i10 Magna 1.2 AT  VTVT Automatic,6,647000.0
1541,""" Manual""",""" 1st Owner""", Petrol,26269,NULL,755000.0,633999, Gurgaon, 2019 Maruti Baleno ZETA 1.2 K12 Manual,3,755000.0
1542,""" Manual""",""" 1st Owner""", Petrol,29252,NULL,645000.0,643799, Gurgaon, 2020 Maruti Baleno DELTA 1.2 K12 Manual,2,645000.0
1543,""" Manual""",""" 1st Owner""", Petrol,17034,507000.0,NULL,490699, Gurgaon, 2020 Hyundai NEW SANTRO SPORTZ 1.1 Manual,2,608400.0
1544,""" Manual""",""" 1st Owner""", Petrol,19968,955000.0,NULL,999499, Gurgaon, 2019 Ford Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF) Manual,3,1146000.0
