,Transimission_Type,Ownership,Fuel_Used,km_driven,selling_price,Place of Origin,Complete_Info,Age
35,Manual,2nd Owner,Petrol,71052,408299,Ahmedabad,2013 Maruti Swift VXI Manual,9
36,Manual,1st Owner,Petrol,30814,346699,Ahmedabad,2018 Renault Kwid 1.0 RXT Opt Manual,4
37,Automatic,1st Owner,Petrol,47869,399699,Ahmedabad,2015 Maruti Celerio VXI AMT Automatic,7
38,Manual,1st Owner,Diesel,46351,526899,Ahmedabad,2015 Maruti Swift ZDI Manual,7
39,Manual,1st Owner,Petrol,9793,422999,Ahmedabad,2021 Maruti Alto LXI Manual,1
40,Manual,1st Owner,Petrol,10273,390599,Ahmedabad,2020 Maruti Alto LXI Manual,2
41,Manual,1st Owner,Petrol,22649,976299,Ahmedabad,2021 Volkswagen Vento COMFORTLINE 1.0 TSI MT Manual,1
42,Manual,1st Owner,Petrol,32030,490399,Ahmedabad,2019 Maruti Celerio VXI Manual,3
43,Manual,1st Owner,Petrol,14071,513799,Ahmedabad,2019 Maruti Celerio X Zxi Manual,3
44,Manual,1st Owner,Petrol,80441,469899,Ahmedabad,2014 Maruti Swift VXI Manual,8
45,Manual,2nd Owner,Diesel,281380,700099,Ahmedabad,2013 Toyota Innova 2.5 VX 8 STR BS IV Manual,9
46,Manual,1st Owner,Diesel,9069,930699,Ahmedabad,2020 Ford Ecosport 1.5TITANIUM TDCI Manual,2
47,Manual,2nd Owner,Petrol,46384,563799,Ahmedabad,2019 Maruti Swift VXI Manual,3
48,Manual,1st Owner,Petrol,22698,422199,Ahmedabad,2016 Maruti Wagon R 1.0 VXI Manual,6
49,Manual,1st Owner,Diesel,49531,708599,Ahmedabad,2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE Manual,6
50,Manual,1st Owner,Petrol,96801,413999,Ahmedabad,2014 Hyundai i20 SPORTZ 1.2 VTVT Manual,8
51,Manual,1st Owner,Petrol,24963,457999,Ahmedabad,2020 Renault Kwid Neotech Petrol 1.0 Manual,2
52,Manual,1st Owner,Petrol,19935,487199,Ahmedabad,2020 Renault Kwid 1.0 CLIMBER OPT Manual,2
53,Manual,1st Owner,Diesel,57552,1141499,Ahmedabad,2019 Mahindra XUV500 W7 FWD Manual,3
54,Manual,1st Owner,Petrol,26493,588799,Ahmedabad,2019 Renault TRIBER 1.0 RXT Manual,3
55,Automatic,1st Owner,Diesel,84312,1390199,Ahmedabad,2019 Mahindra XUV500 W11 AT Automatic,3
56,Manual,1st Owner,Petrol,12576,236199,Ahmedabad,2017 Datsun Redi Go A Manual,5
57,Manual,1st Owner,Petrol,87049,672599,Ahmedabad,2016 Honda City V MT PETROL Manual,6
58,Automatic,1st Owner,Petrol,9459,430099,Ahmedabad,2016 Maruti Wagon R 1.0 VXI AMT Automatic,6
59,Manual,1st Owner,Petrol,43882,699699,Ahmedabad,2018 Honda Jazz 1.2 V MT Manual,4
60,Manual,1st Owner,Diesel,35356,1357199,Ahmedabad,2019 Tata Harrier XZ 2.0L Kryotec Manual,3
61,Manual,2nd Owner,Petrol,71188,436499,Ahmedabad,2018 Maruti Celerio ZXI Manual,4
62,Manual,2nd Owner,Petrol,51748,441199,Ahmedabad,2014 Maruti Swift VXI Manual,8
63,Manual,1st Owner,Petrol,79113,455799,Ahmedabad,2018 Maruti Celerio X Zxi Manual,4
64,Automatic,1st Owner,Petrol,10501,1827699,Ahmedabad,2020 MG HECTOR SHARP DCT PETROL Automatic,2
65,Manual,2nd Owner,Petrol,14833,1012399,Ahmedabad,2019 Hyundai VENUE 1.0L Turbo GDI SX(O) MT Manual,3
66,Manual,2nd Owner,Petrol,59933,550199,Ahmedabad,2015 Volkswagen Vento HIGHLINE PETROL Manual,7
67,Manual,1st Owner,Petrol,46277,264799,Ahmedabad,2013 Hyundai Eon ERA PLUS Manual,9
68,Manual,1st Owner,Petrol,10038,402699,Ahmedabad,2019 Maruti S PRESSO VXI PLUS Manual,3
69,Manual,1st Owner,Diesel,149068,1030399,Ahmedabad,2017 Jeep Compass 2.0 LIMITED 4*2 Manual,5
70,Manual,1st Owner,Petrol,4646,819499,Ahmedabad,2021 Maruti Vitara Brezza LXI Manual,1
71,Manual,1st Owner,Diesel,150355,707799,Ahmedabad,2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE Manual,6
72,Automatic,1st Owner,Petrol,59803,645599,Ahmedabad,2018 Maruti Swift VXI AMT Automatic,4
73,Automatic,1st Owner,Petrol,25480,1395799,Ahmedabad,2019 Honda Civic VX CVT i-VTEC Automatic,3
74,Automatic,1st Owner,Petrol,40145,892999,Ahmedabad,2020 Volkswagen Polo GT TSI AT 1.0 Automatic,2
75,Manual,1st Owner,Diesel,52970,1353099,Ahmedabad,2020 KIA SELTOS HTK PLUS 1.5 DIESEL Manual,2
76,Automatic,1st Owner,Petrol,95439,868099,Ahmedabad,2018 Honda City VX CVT PETROL Automatic,4
77,Manual,1st Owner,Petrol,72969,481099,Ahmedabad,2016 Maruti Swift VXI Manual,6
78,Manual,1st Owner,Diesel,115157,1091199,Ahmedabad,2018 Mahindra XUV500 W9 Manual,4
79,Manual,1st Owner,Petrol,6580,879699,Ahmedabad,2021 Maruti Vitara Brezza VXI Manual,1
80,Manual,1st Owner,Petrol,24211,709099,Ahmedabad,2018 Honda Jazz 1.2 V MT Manual,4
81,Automatic,1st Owner,Petrol,31889,1278099,Ahmedabad,2019 Hyundai Creta 1.6 VTVT SX AUTO Automatic,3
82,Manual,1st Owner,Diesel,87343,395499,Ahmedabad,2017 Hyundai Grand i10 magna 1.2 crdi Manual,5
83,Manual,1st Owner,Petrol,9057,1023299,Ahmedabad,2020 Hyundai VENUE SX 1.0 GDI IMT Manual,2
84,Manual,1st Owner,Petrol,26962,514199,Ahmedabad,2016 Maruti Baleno SIGMA 1.2 K12 Manual,6
85,Manual,1st Owner,Petrol,40054,546099,Ahmedabad,2016 Honda Amaze 1.2 SMT I VTEC Manual,6
86,Automatic,1st Owner,Diesel,58756,1192499,Ahmedabad,2018 Hyundai Creta 1.6 CRDI SX PLUS AUTO Automatic,4
87,Manual,1st Owner,Diesel,18392,943399,Ahmedabad,2019 Ford Ecosport 1.5TITANIUM TDCI Manual,3
88,Manual,1st Owner,Petrol,7807,523099,Ahmedabad,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,5
89,Automatic,1st Owner,Petrol,3195,1045599,Ahmedabad,2021 Maruti Baleno ZETA 1.2 K12 CVT Automatic,1
90,Manual,1st Owner,Petrol,75970,352399,Ahmedabad,2015 Honda Brio 1.2 S MT I VTEC Manual,7
91,Automatic,1st Owner,Petrol,13069,1378499,Ahmedabad,2020 Honda City VX CVT PETROL Automatic,2
92,Manual,2nd Owner,Petrol,15740,309499,Ahmedabad,2017 Maruti Alto 800 VXI Manual,5
93,Manual,1st Owner,Petrol,58517,492799,Ahmedabad,2019 Maruti Celerio ZXI Manual,3
94,Manual,1st Owner,Petrol,28022,541699,Ahmedabad,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,3
95,Manual,1st Owner,Petrol,6234,525599,Ahmedabad,2020 Hyundai NEW SANTRO SPORTZ 1.1 Manual,2
96,Manual,1st Owner,Diesel,49622,787399,Ahmedabad,2019 Ford Ecosport 1.5TITANIUM TDCI Manual,3
97,Automatic,2nd Owner,Diesel,40336,1088199,Ahmedabad,2019 Hyundai Verna 1.6 CRDI SX + AT Automatic,3
98,Manual,3rd Owner,Diesel,59671,588699,Ahmedabad,2016 Hyundai Elite i20 ASTA 1.4 CRDI Manual,6
99,Manual,1st Owner,Petrol,16642,323699,Ahmedabad,2016 Hyundai Eon ERA PLUS Manual,6
100,Automatic,2nd Owner,Petrol,17142,1011499,Ahmedabad,2018 Hyundai Verna 1.6 SX VTVT AT (O) Automatic,4
101,Automatic,1st Owner,Diesel,25302,842699,Ahmedabad,2019 Honda Amaze VX AT I DTEC Automatic,3
102,Manual,1st Owner,Petrol,41419,571299,Ahmedabad,2019 Maruti New  Wagon-R VXI 1.2L Manual,3
103,Manual,1st Owner,Petrol,19124,632999,Ahmedabad,2020 Hyundai GRAND I10 NIOS SPORTZ PETROL Manual,2
104,Manual,1st Owner,Petrol,21363,730999,Ahmedabad,2021 Maruti Baleno DELTA 1.2 K12 Manual,1
105,Manual,1st Owner,Petrol,54537,392899,Ahmedabad,2016 Maruti Wagon R 1.0 VXI Manual,6
106,Manual,1st Owner,Petrol,55308,475999,Ahmedabad,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT Manual,5
107,Automatic,1st Owner,Diesel,83685,1220699,Ahmedabad,2018 Hyundai Creta 1.6 CRDI SX PLUS AUTO Automatic,4
108,Automatic,2nd Owner,Diesel,49490,936899,Ahmedabad,2018 Hyundai Verna 1.6 CRDI SX + AT Automatic,4
109,Manual,1st Owner,Petrol,48280,638499,Ahmedabad,2016 Maruti Ciaz VXI PLUS Manual,6
110,Manual,1st Owner,Petrol,19762,1107499,Ahmedabad,2019 KIA SELTOS HTK 1.5 PETROL Manual,3
111,Manual,2nd Owner,Petrol,9239,510699,Ahmedabad,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,5
112,Manual,1st Owner,Diesel,33038,913399,Ahmedabad,2020 Ford Ecosport 1.5TITANIUM TDCI Manual,2
113,Manual,2nd Owner,Diesel,42468,888099,Ahmedabad,2019 Hyundai Verna 1.6 CRDI SX Manual,3
114,Manual,1st Owner,Petrol,34759,394599,Ahmedabad,2014 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT Manual,8
115,Manual,1st Owner,Diesel,37237,1326099,Ahmedabad,2018 Jeep Compass 2.0 LIMITED Manual,4
116,Manual,2nd Owner,Petrol,58839,566199,Ahmedabad,2015 Maruti Baleno ZETA 1.2 K12 Manual,7
117,Manual,1st Owner,Diesel,150727,795499,Ahmedabad,2015 Hyundai Creta 1.6 SX (O) CRDI Manual,7
118,Manual,1st Owner,Petrol,20824,304599,Ahmedabad,2017 Maruti Alto 800 LXI Manual,5
